ratID	HumanID	ratGeneSymbol	HumanGeneSymbol
ENSRNOG00000050583	ENSG00000161807	Olr1115	OR7G1
ENSRNOG00000012644	ENSG00000139496	Nup58	NUP58
ENSRNOG00000026231	ENSG00000204195	Awat1	AWAT1
ENSRNOG00000055435	ENSG00000239030	RF00026	RNU6-956P
ENSRNOG00000009471	ENSG00000133106	Epsti1	EPSTI1
ENSRNOG00000011954	ENSG00000116014	Kiss1r	KISS1R
ENSRNOG00000061192	ENSG00000212657	LOC100909661	KRTAP16-1
ENSRNOG00000053360	ENSG00000212657	Krtap16-1	KRTAP16-1
ENSRNOG00000050794	ENSG00000131435	Pdlim4	PDLIM4
ENSRNOG00000005043	ENSG00000137449	Cpeb2	CPEB2
ENSRNOG00000042555	ENSG00000163424	RGD1306995	C3orf30
ENSRNOG00000050535	ENSG00000083750	LOC108348096	RRAGB
ENSRNOG00000003160	ENSG00000083750	RragB	RRAGB
ENSRNOG00000025672	ENSG00000120498	Tex11	TEX11
ENSRNOG00000058824	ENSG00000211976	AABR07065789.3	IGHV3-73
ENSRNOG00000060468	ENSG00000211976	AABR07065814.7	IGHV3-73
ENSRNOG00000032671	ENSG00000211976	AABR07065778.1	IGHV3-73
ENSRNOG00000042996	ENSG00000211976	AABR07065798.1	IGHV3-73
ENSRNOG00000005289	ENSG00000115825	Prkd3	PRKD3
ENSRNOG00000030238	ENSG00000160097	Fndc5	FNDC5
ENSRNOG00000057470	ENSG00000123739	Pla2g12a	PLA2G12A
ENSRNOG00000028404	ENSG00000131771	Ppp1r1b	PPP1R1B
ENSRNOG00000047261	ENSG00000166974	AABR07031445.1	MAPRE2
ENSRNOG00000002378	ENSG00000162813	Bpnt1	BPNT1
ENSRNOG00000011300	ENSG00000053747	AABR07031193.1	LAMA3
ENSRNOG00000014155	ENSG00000133104	Spart	SPART
ENSRNOG00000015221	ENSG00000175390	Eif3f	EIF3F
ENSRNOG00000051023	ENSG00000205307	Sap25	SAP25
ENSRNOG00000049662	ENSG00000197013	Zfp708	ZNF429
ENSRNOG00000019482	ENSG00000087258	Gnao1	GNAO1
ENSRNOG00000019128	ENSG00000113532	St8sia4	ST8SIA4
ENSRNOG00000018946	ENSG00000197323	Trim33	TRIM33
ENSRNOG00000015983	ENSG00000162972	Maip1	MAIP1
ENSRNOG00000011014	ENSG00000158623	Copg2	COPG2
ENSRNOG00000010640	ENSG00000144891	Agtr1b	AGTR1
ENSRNOG00000001701	ENSG00000159231	Cbr3	CBR3
ENSRNOG00000061126	ENSG00000251869	RF00422	SCARNA23
ENSRNOG00000013628	ENSG00000142615	Cela2a	CELA2A
ENSRNOG00000007078	ENSG00000104415	Wisp1	WISP1
ENSRNOG00000040266	ENSG00000205111	Cdkl4	CDKL4
ENSRNOG00000030538	ENSG00000134538	Slco1b2	SLCO1B1
ENSRNOG00000007575	ENSG00000148123	Plppr1	PLPPR1
ENSRNOG00000010727	ENSG00000107341	Ube2r2	UBE2R2
ENSRNOG00000032729	ENSG00000133169	Bex2	BEX1
ENSRNOG00000023968	ENSG00000183161	Fancf	FANCF
ENSRNOG00000060984	ENSG00000118997	Dnah7	DNAH7
ENSRNOG00000004110	ENSG00000071575	Trib2	TRIB2
ENSRNOG00000053527	ENSG00000211665	AABR07034736.1	IGLV3-16
ENSRNOG00000007391	ENSG00000179111	Hes7	HES7
ENSRNOG00000058378	ENSG00000252087	RF00100	RN7SKP248
ENSRNOG00000052293	ENSG00000206941	RF00067	SNORD15A
ENSRNOG00000009624	ENSG00000172459	Olr462	OR5AR1
ENSRNOG00000047561	ENSG00000179256	LOC100912450	SMCO3
ENSRNOG00000050031	ENSG00000179256	LOC100912609	SMCO3
ENSRNOG00000002165	ENSG00000163322	Abraxas1	ABRAXAS1
ENSRNOG00000030538	ENSG00000257046	Slco1b2	AC011604.2
ENSRNOG00000054918	ENSG00000206774	RF00026	RNU6-211P
ENSRNOG00000018518	ENSG00000156858	AABR07005779.1	PRR14
ENSRNOG00000021430	ENSG00000212128	Tas2r124	TAS2R13
ENSRNOG00000005717	ENSG00000212128	Tas2r121	TAS2R13
ENSRNOG00000012831	ENSG00000144741	Slc25a26	SLC25A26
ENSRNOG00000012940	ENSG00000006715	Vps41	VPS41
ENSRNOG00000058739	ENSG00000184602	Snn	SNN
ENSRNOG00000019704	ENSG00000182698	Resp18	RESP18
ENSRNOG00000062165	ENSG00000119487	AABR07051501.1	MAPKAP1
ENSRNOG00000000781	ENSG00000204618	Rnf39	RNF39
ENSRNOG00000061074	ENSG00000201635	RF00019	RF00019
ENSRNOG00000000239	ENSG00000108688	Ccl7	CCL7
ENSRNOG00000061074	ENSG00000202251	RF00019	RF00019
ENSRNOG00000026293	ENSG00000177606	Jun	JUN
ENSRNOG00000006576	ENSG00000165733	Bms1	BMS1
ENSRNOG00000009686	ENSG00000259916	Aqp7	AL845331.2
ENSRNOG00000028746	ENSG00000148834	Gsto1	GSTO1
ENSRNOG00000019434	ENSG00000065457	Adat1	ADAT1
ENSRNOG00000032729	ENSG00000133134	Bex2	BEX2
ENSRNOG00000007942	ENSG00000106328	Fscn3	FSCN3
ENSRNOG00000017102	ENSG00000180917	Cmtr2	CMTR2
ENSRNOG00000042492	ENSG00000143207	Cop1	COP1
ENSRNOG00000006706	ENSG00000221954	Olr724	OR4C12
ENSRNOG00000010028	ENSG00000168495	Polr3d	POLR3D
ENSRNOG00000020062	ENSG00000113211	LOC108348233	PCDHB6
ENSRNOG00000007178	ENSG00000153563	Cd8a	CD8A
ENSRNOG00000011750	ENSG00000189320	Fam180a	FAM180A
ENSRNOG00000000700	ENSG00000183160	Tmem119	TMEM119
ENSRNOG00000056038	ENSG00000173442	Ehbp1l1	EHBP1L1
ENSRNOG00000007748	ENSG00000133863	Tex15	TEX15
ENSRNOG00000017477	ENSG00000189409	Mmp23	MMP23B
ENSRNOG00000050846	ENSG00000132286	Timm10b	TIMM10B
ENSRNOG00000024312	ENSG00000158156	Xkr8	XKR8
ENSRNOG00000050401	ENSG00000155959	Vbp1	VBP1
ENSRNOG00000050660	ENSG00000111678	LOC100911713	C12orf57
ENSRNOG00000008210	ENSG00000174611	Ky	KY
ENSRNOG00000042037	ENSG00000214046	Smim7	SMIM7
ENSRNOG00000051436	ENSG00000206611	RF00069	SNORD24
ENSRNOG00000022721	ENSG00000157322	Clec18a	CLEC18A
ENSRNOG00000011853	ENSG00000134046	Mbd2	MBD2
ENSRNOG00000022261	ENSG00000151725	Cenpu	CENPU
ENSRNOG00000032130	ENSG00000156411	LOC691427	ATP5MPL
ENSRNOG00000021229	ENSG00000101200	Avp	AVP
ENSRNOG00000060750	ENSG00000157450	Rnf111	RNF111
ENSRNOG00000007758	ENSG00000025423	LOC100362350	HSD17B6
ENSRNOG00000007447	ENSG00000243708	Pla2g4b	PLA2G4B
ENSRNOG00000032350	ENSG00000185774	Kcnip4	KCNIP4
ENSRNOG00000033570	ENSG00000248405	Arhgap8	PRR5-ARHGAP8
ENSRNOG00000001315	ENSG00000100218	Rsph14	RSPH14
ENSRNOG00000007477	ENSG00000124205	Edn3	EDN3
ENSRNOG00000002514	ENSG00000125633	Ccdc93	CCDC93
ENSRNOG00000013745	ENSG00000162438	Ctrc	CTRC
ENSRNOG00000055025	ENSG00000189090	Fam25a	FAM25G
ENSRNOG00000051850	ENSG00000278249	RF01268	SCARNA2
ENSRNOG00000028781	ENSG00000091262	Abcc6	ABCC6
ENSRNOG00000027383	ENSG00000188817	Sntn	SNTN
ENSRNOG00000021044	ENSG00000186566	Gpatch8	GPATCH8
ENSRNOG00000003228	ENSG00000165175	Mid1ip1	MID1IP1
ENSRNOG00000051498	ENSG00000101161	Prpf6	PRPF6
ENSRNOG00000038085	ENSG00000197713	Rpe	RPE
ENSRNOG00000000436	ENSG00000241404	Egfl8	EGFL8
ENSRNOG00000031003	ENSG00000169955	Zfp764	ZNF747
ENSRNOG00000017706	ENSG00000040487	Pqlc2	PQLC2
ENSRNOG00000060245	ENSG00000163633	Aff1-as1	C4orf36
ENSRNOG00000009176	ENSG00000075975	Mkrn2	MKRN2
ENSRNOG00000016659	ENSG00000148702	Habp2	HABP2
ENSRNOG00000004704	ENSG00000164935	Dcstamp	DCSTAMP
ENSRNOG00000004810	ENSG00000182621	Plcb1	PLCB1
ENSRNOG00000042446	ENSG00000230778	Ankrd63	ANKRD63
ENSRNOG00000049949	ENSG00000187664	Hapln4	HAPLN4
ENSRNOG00000011649	ENSG00000166947	Epb42	EPB42
ENSRNOG00000003104	ENSG00000187688	Trpv2	TRPV2
ENSRNOG00000009459	ENSG00000213699	Slc35f6	SLC35F6
ENSRNOG00000003334	ENSG00000162413	Klhl21	KLHL21
ENSRNOG00000005587	ENSG00000163541	Suclg1	SUCLG1
ENSRNOG00000058800	ENSG00000173221	AC243283.1	GLRX
ENSRNOG00000012183	ENSG00000173221	Glrx	GLRX
ENSRNOG00000039782	ENSG00000173221	AABR07016992.1	GLRX
ENSRNOG00000052834	ENSG00000173221	AC241244.1	GLRX
ENSRNOG00000055630	ENSG00000173221	AC241705.1	GLRX
ENSRNOG00000060048	ENSG00000180574	Eif2s3y	EIF2S3B
ENSRNOG00000007111	ENSG00000078618	Nrdc	NRDC
ENSRNOG00000021412	ENSG00000154760	Slfn13	SLFN13
ENSRNOG00000050846	ENSG00000283977	Timm10b	AC084337.2
ENSRNOG00000051811	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000057393	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000052049	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000061909	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000051750	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000061669	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000053379	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000057005	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000001418	ENSG00000106400	Znhit1	ZNHIT1
ENSRNOG00000062295	ENSG00000283536	Gm9918	AC021072.1
ENSRNOG00000028025	ENSG00000162641	Aknad1	AKNAD1
ENSRNOG00000052795	ENSG00000096433	Itpr3	ITPR3
ENSRNOG00000013294	ENSG00000027869	Sh2d2a	SH2D2A
ENSRNOG00000032895	ENSG00000186115	Cyp4f4	CYP4F2
ENSRNOG00000043344	ENSG00000186115	Cyp4f40	CYP4F2
ENSRNOG00000017285	ENSG00000100324	Tab1	TAB1
ENSRNOG00000000476	ENSG00000236104	Zbtb22	ZBTB22
ENSRNOG00000053462	ENSG00000207181	RF00397	SNORA14B
ENSRNOG00000022540	ENSG00000213689	Trex1	TREX1
ENSRNOG00000001211	ENSG00000276612	Gatd3a	FP565260.2
ENSRNOG00000009979	ENSG00000274529	Sebox	SEBOX
ENSRNOG00000012918	ENSG00000139505	Mtmr6	MTMR6
ENSRNOG00000011379	ENSG00000166946	Ccndbp1	CCNDBP1
ENSRNOG00000021324	ENSG00000174928	RGD1565059	C3orf33
ENSRNOG00000012560	ENSG00000126890	Ctag2	CTAG2
ENSRNOG00000018700	ENSG00000168314	Mobp	MOBP
ENSRNOG00000027311	ENSG00000188199	Nutm2f	NUTM2B
ENSRNOG00000005788	ENSG00000136861	Cdk5rap2	CDK5RAP2
ENSRNOG00000050849	ENSG00000213625	Leprot	LEPROT
ENSRNOG00000004789	ENSG00000117597	Utp25	UTP25
ENSRNOG00000018783	ENSG00000116752	Bcas2	BCAS2
ENSRNOG00000013959	ENSG00000188779	Skor1	SKOR1
ENSRNOG00000042833	ENSG00000185158	AABR07030521.1	LRRC37B
ENSRNOG00000042025	ENSG00000185158	AABR07030520.1	LRRC37B
ENSRNOG00000014445	ENSG00000127483	Hp1bp3	HP1BP3
ENSRNOG00000053527	ENSG00000211658	AABR07034736.1	IGLV3-27
ENSRNOG00000001876	ENSG00000163040	Ccdc74a	CCDC74A
ENSRNOG00000002969	ENSG00000143772	Itpkb	ITPKB
ENSRNOG00000010558	ENSG00000108179	Ppif	PPIF
ENSRNOG00000018009	ENSG00000166128	Rab8b	RAB8B
ENSRNOG00000051811	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000057393	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000052049	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000061909	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000051750	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000061669	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000053379	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000057005	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000019565	ENSG00000092607	Tbx15	TBX15
ENSRNOG00000017824	ENSG00000124160	Ncoa5	NCOA5
ENSRNOG00000014485	ENSG00000249915	Pdcd6	PDCD6
ENSRNOG00000027139	ENSG00000171431	Krt20	KRT20
ENSRNOG00000018791	ENSG00000213221	Dnlz	DNLZ
ENSRNOG00000020880	ENSG00000114648	Klhl18	KLHL18
ENSRNOG00000024733	ENSG00000121211	Mnd1	MND1
ENSRNOG00000002916	ENSG00000167434	Car4	CA4
ENSRNOG00000005787	ENSG00000139055	Erp27	ERP27
ENSRNOG00000026963	ENSG00000166598	Hsp90b1	HSP90B1
ENSRNOG00000004362	ENSG00000100784	Rps6ka5	RPS6KA5
ENSRNOG00000048699	ENSG00000176428	Vps37d	VPS37D
ENSRNOG00000005428	ENSG00000159692	Ctbp1	CTBP1
ENSRNOG00000012562	ENSG00000116032	Grin3b	GRIN3B
ENSRNOG00000029179	ENSG00000100197	Cyp2d3	CYP2D6
ENSRNOG00000029128	ENSG00000100197	Cyp2d5	CYP2D6
ENSRNOG00000008988	ENSG00000100197	Cyp2d2	CYP2D6
ENSRNOG00000025489	ENSG00000078795	Pkd2l2	PKD2L2
ENSRNOG00000054689	ENSG00000131174	Cox7b	COX7B
ENSRNOG00000008167	ENSG00000163686	Abhd6	ABHD6
ENSRNOG00000008728	ENSG00000133958	Unc79	UNC79
ENSRNOG00000017801	ENSG00000128272	Atf4	ATF4
ENSRNOG00000045765	ENSG00000213563	MGC94207	C8orf82
ENSRNOG00000018272	ENSG00000198546	Zfp511	ZNF511
ENSRNOG00000010777	ENSG00000198846	Tox	TOX
ENSRNOG00000018859	ENSG00000100100	Pik3ip1	PIK3IP1
ENSRNOG00000031760	ENSG00000248905	Fmn1	FMN1
ENSRNOG00000028311	ENSG00000146910	AABR07058998.1	CNPY1
ENSRNOG00000013360	ENSG00000130175	Prkcsh	PRKCSH
ENSRNOG00000021108	ENSG00000197891	Slc22a12	SLC22A12
ENSRNOG00000016459	ENSG00000104131	Eif3j	EIF3J
ENSRNOG00000014852	ENSG00000118496	Fbxo30	FBXO30
ENSRNOG00000008597	ENSG00000171148	Tada3	TADA3
ENSRNOG00000054590	ENSG00000172769	Olr352	OR5B3
ENSRNOG00000058503	ENSG00000172769	Olr348	OR5B3
ENSRNOG00000059089	ENSG00000172769	Olr358	OR5B3
ENSRNOG00000029594	ENSG00000162244	AABR07064000.1	RPL29
ENSRNOG00000011138	ENSG00000162244	Rpl29	RPL29
ENSRNOG00000040039	ENSG00000162244	AABR07033607.1	RPL29
ENSRNOG00000045643	ENSG00000162244	AABR07026271.2	RPL29
ENSRNOG00000049010	ENSG00000162244	AABR07007399.1	RPL29
ENSRNOG00000028320	ENSG00000162244	AABR07043598.1	RPL29
ENSRNOG00000036836	ENSG00000162244	AABR07058937.1	RPL29
ENSRNOG00000038057	ENSG00000162244	AABR07044111.1	RPL29
ENSRNOG00000003109	ENSG00000204347	Btbd17	BTBD17
ENSRNOG00000055716	ENSG00000170909	Oscar	OSCAR
ENSRNOG00000015173	ENSG00000140943	Mbtps1	MBTPS1
ENSRNOG00000031290	ENSG00000173626	Trappc3l	TRAPPC3L
ENSRNOG00000006420	ENSG00000132819	Rbm38	RBM38
ENSRNOG00000014161	ENSG00000259956	Rbm15b	RBM15B
ENSRNOG00000013023	ENSG00000105373	Nop53	NOP53
ENSRNOG00000012866	ENSG00000160602	Nek8	NEK8
ENSRNOG00000042833	ENSG00000238083	AABR07030521.1	LRRC37A2
ENSRNOG00000042025	ENSG00000238083	AABR07030520.1	LRRC37A2
ENSRNOG00000053589	ENSG00000202059	RF00408	RF00408
ENSRNOG00000011905	ENSG00000131100	Atp6v1e1	ATP6V1E1
ENSRNOG00000008105	ENSG00000142700	Dmrta2	DMRTA2
ENSRNOG00000005310	ENSG00000055130	Cul1	CUL1
ENSRNOG00000001652	ENSG00000157554	Erg	ERG
ENSRNOG00000035479	ENSG00000199023	Mir339	MIR339
ENSRNOG00000008100	ENSG00000147509	Rgs20	RGS20
ENSRNOG00000012817	ENSG00000128606	Lrrc17	LRRC17
ENSRNOG00000051244	ENSG00000186007	AABR07020966.1	LEMD1
ENSRNOG00000035591	ENSG00000199161	Mir126a	MIR126
ENSRNOG00000042915	ENSG00000182534	Mxra7	MXRA7
ENSRNOG00000014385	ENSG00000134245	Wnt2b	WNT2B
ENSRNOG00000001581	ENSG00000128710	Hoxd10	HOXD10
ENSRNOG00000017105	ENSG00000188641	Dpyd	DPYD
ENSRNOG00000049392	ENSG00000187808	Sowahd	SOWAHD
ENSRNOG00000050090	ENSG00000197106	Slc6a17	SLC6A17
ENSRNOG00000020781	ENSG00000105254	LOC103690005	TBCB
ENSRNOG00000004703	ENSG00000169550	Muc15	MUC15
ENSRNOG00000039183	ENSG00000163507	Cip2a	CIP2A
ENSRNOG00000011504	ENSG00000241978	Akap2	AKAP2
ENSRNOG00000057093	ENSG00000195024	RF00003	RNU1-15P
ENSRNOG00000056821	ENSG00000195024	RF00003	RNU1-15P
ENSRNOG00000010311	ENSG00000134874	Dzip1	DZIP1
ENSRNOG00000005766	ENSG00000125875	Tbc1d20	TBC1D20
ENSRNOG00000026299	ENSG00000162601	Mysm1	MYSM1
ENSRNOG00000054186	ENSG00000221880	Krtap1-5	KRTAP1-3
ENSRNOG00000018379	ENSG00000229809	Zfp688	ZNF688
ENSRNOG00000006350	ENSG00000104953	Tle6	TLE6
ENSRNOG00000002331	ENSG00000108602	Aldh3a1	ALDH3A1
ENSRNOG00000036691	ENSG00000225663	Mcrip1	MCRIP1
ENSRNOG00000045569	ENSG00000198000	NEWGENE_1309551	NOL8
ENSRNOG00000004033	ENSG00000092421	Sema6a	SEMA6A
ENSRNOG00000006705	ENSG00000125863	Mkks	MKKS
ENSRNOG00000037514	ENSG00000060749	Qser1	QSER1
ENSRNOG00000030216	ENSG00000118777	Abcg3l1	ABCG2
ENSRNOG00000039890	ENSG00000118777	Abcg3l3	ABCG2
ENSRNOG00000032412	ENSG00000168703	Wfdc12	WFDC12
ENSRNOG00000056116	ENSG00000207154	RF00003	RNU1-46P
ENSRNOG00000054648	ENSG00000236424	Tspy1	TSPY10
ENSRNOG00000020178	ENSG00000105669	Cope	COPE
ENSRNOG00000013376	ENSG00000167508	Mvd	MVD
ENSRNOG00000055269	ENSG00000200645	RF00026	RNU6-1210P
ENSRNOG00000053153	ENSG00000200645	RF00026	RNU6-1210P
ENSRNOG00000004089	ENSG00000136960	Enpp2	ENPP2
ENSRNOG00000056853	ENSG00000101182	Psma7	PSMA7
ENSRNOG00000006432	ENSG00000072756	Trnt1	TRNT1
ENSRNOG00000037339	ENSG00000142512	Siglec10	SIGLEC10
ENSRNOG00000001847	ENSG00000123106	Ccdc91	CCDC91
ENSRNOG00000008871	ENSG00000170786	Sdr16c5	SDR16C5
ENSRNOG00000014504	ENSG00000115594	Il1r1	IL1R1
ENSRNOG00000000768	ENSG00000213886	Ubd	UBD
ENSRNOG00000050636	ENSG00000074964	Arhgef10l	ARHGEF10L
ENSRNOG00000023637	ENSG00000174016	Tent5d	TENT5D
ENSRNOG00000013429	ENSG00000183751	Tbl3	TBL3
ENSRNOG00000006311	ENSG00000173585	Ccr9	CCR9
ENSRNOG00000050996	ENSG00000180332	Kctd4	KCTD4
ENSRNOG00000018021	ENSG00000113460	Brix1	BRIX1
ENSRNOG00000009588	ENSG00000101298	Snph	SNPH
ENSRNOG00000013510	ENSG00000135211	Tmem60	TMEM60
ENSRNOG00000020487	ENSG00000183978	Coa3	COA3
ENSRNOG00000055466	ENSG00000072849	Derl2	DERL2
ENSRNOG00000038505	ENSG00000205835	Gmnc	GMNC
ENSRNOG00000013027	ENSG00000205517	Rgl3	RGL3
ENSRNOG00000027516	ENSG00000240053	Ly6g5b	LY6G5B
ENSRNOG00000019447	ENSG00000171551	Ecel1	ECEL1
ENSRNOG00000052634	ENSG00000179564	Lsmem2	LSMEM2
ENSRNOG00000020388	ENSG00000198825	Inpp5f	INPP5F
ENSRNOG00000058747	ENSG00000283313	RF00026	RF00026
ENSRNOG00000027410	ENSG00000183323	Ccdc125	CCDC125
ENSRNOG00000007850	ENSG00000080823	Mok	MOK
ENSRNOG00000037871	ENSG00000144040	Sfxn5	SFXN5
ENSRNOG00000039743	ENSG00000188818	Zdhhc11	ZDHHC11
ENSRNOG00000024952	ENSG00000081923	Atp8b1	ATP8B1
ENSRNOG00000011441	ENSG00000076554	Tpd52	TPD52
ENSRNOG00000048369	ENSG00000197428	LOC684208	OR51D1
ENSRNOG00000000634	ENSG00000183346	Cabcoco1	CABCOCO1
ENSRNOG00000051235	ENSG00000166278	C2	C2
ENSRNOG00000029698	ENSG00000198355	Pim3	PIM3
ENSRNOG00000059016	ENSG00000106025	Tspan12	TSPAN12
ENSRNOG00000056776	ENSG00000201519	RF00026	RNU6-645P
ENSRNOG00000043426	ENSG00000137944	Kyat3	KYAT3
ENSRNOG00000017690	ENSG00000154429	Ccsap	CCSAP
ENSRNOG00000037707	ENSG00000198960	Armcx6	ARMCX6
ENSRNOG00000035529	ENSG00000207586	Mir135a	MIR135A2
ENSRNOG00000029212	ENSG00000038427	Vcan	VCAN
ENSRNOG00000058021	ENSG00000115085	AABR07022447.1	ZAP70
ENSRNOG00000052306	ENSG00000115085	AABR07022731.1	ZAP70
ENSRNOG00000056647	ENSG00000138303	Ascc1	ASCC1
ENSRNOG00000038322	ENSG00000163510	LOC500684	CWC22
ENSRNOG00000000918	ENSG00000232040	Zbed5	ZBED9
ENSRNOG00000009943	ENSG00000172154	Olr536	OR8I2
ENSRNOG00000046453	ENSG00000239839	Defa9	DEFA3
ENSRNOG00000038133	ENSG00000239839	Defa11	DEFA3
ENSRNOG00000059415	ENSG00000173660	LOC100362172	UQCRH
ENSRNOG00000028679	ENSG00000123364	Hoxc13	HOXC13
ENSRNOG00000018899	ENSG00000106804	C5	C5
ENSRNOG00000029049	ENSG00000175048	Zdhhc14	ZDHHC14
ENSRNOG00000001715	ENSG00000145194	Ece2	ECE2
ENSRNOG00000017836	ENSG00000124541	Rrp36	RRP36
ENSRNOG00000003284	ENSG00000049283	Epn3	EPN3
ENSRNOG00000025000	ENSG00000116198	Cep104	CEP104
ENSRNOG00000002548	ENSG00000120332	Tnn	TNN
ENSRNOG00000000827	ENSG00000137331	Ier3	IER3
ENSRNOG00000013545	ENSG00000099817	Polr2e	POLR2E
ENSRNOG00000005281	ENSG00000254995	Stx16	STX16-NPEPL1
ENSRNOG00000051204	ENSG00000142197	Dop1b	DOP1B
ENSRNOG00000059268	ENSG00000204569	Ppp1r10	PPP1R10
ENSRNOG00000020772	ENSG00000067596	Dhx8	DHX8
ENSRNOG00000055188	ENSG00000115297	Tlx2	TLX2
ENSRNOG00000014625	ENSG00000099624	Atp5f1d	ATP5F1D
ENSRNOG00000019202	ENSG00000073008	PVR	PVR
ENSRNOG00000010257	ENSG00000180891	Cuedc1	CUEDC1
ENSRNOG00000014002	ENSG00000007341	St7l	ST7L
ENSRNOG00000016610	ENSG00000175220	Arhgap1	ARHGAP1
ENSRNOG00000001149	ENSG00000089159	Pxn	PXN
ENSRNOG00000020297	ENSG00000116580	Gon4l	GON4L
ENSRNOG00000005576	ENSG00000153574	Rpia	RPIA
ENSRNOG00000005880	ENSG00000186119	Olr604	OR5D18
ENSRNOG00000002419	ENSG00000123560	Plp1	PLP1
ENSRNOG00000042502	ENSG00000268182	Smim17	SMIM17
ENSRNOG00000010104	ENSG00000101346	Pofut1	POFUT1
ENSRNOG00000056481	ENSG00000207505	RF00026	RNU6-1105P
ENSRNOG00000007818	ENSG00000022567	Slc45a4	SLC45A4
ENSRNOG00000054382	ENSG00000277209	RF00009	RPPH1
ENSRNOG00000058798	ENSG00000277209	RF00009	RPPH1
ENSRNOG00000054493	ENSG00000277209	Rpph1	RPPH1
ENSRNOG00000060346	ENSG00000277209	RF00009	RPPH1
ENSRNOG00000054088	ENSG00000277209	RF00009	RPPH1
ENSRNOG00000053929	ENSG00000277209	RF00009	RPPH1
ENSRNOG00000060852	ENSG00000277209	RF00009	RPPH1
ENSRNOG00000060256	ENSG00000277209	RF00009	RPPH1
ENSRNOG00000056590	ENSG00000277209	RF00009	RPPH1
ENSRNOG00000055467	ENSG00000277209	RF00009	RPPH1
ENSRNOG00000025460	ENSG00000165071	Tmem71	TMEM71
ENSRNOG00000018623	ENSG00000135945	Rev1	REV1
ENSRNOG00000000894	ENSG00000073910	Fry	FRY
ENSRNOG00000046487	ENSG00000204531	Pou5f1	POU5F1
ENSRNOG00000025991	ENSG00000127980	Pex1	PEX1
ENSRNOG00000012081	ENSG00000136810	Txn1	TXN
ENSRNOG00000018457	ENSG00000119383	Ptpa	PTPA
ENSRNOG00000000442	ENSG00000204301	Notch4	NOTCH4
ENSRNOG00000050790	ENSG00000198876	Dcaf12	DCAF12
ENSRNOG00000019461	ENSG00000185670	Zbtb3	ZBTB3
ENSRNOG00000033883	ENSG00000130052	Stard8	STARD8
ENSRNOG00000003706	ENSG00000143222	Ufc1	UFC1
ENSRNOG00000002624	ENSG00000186197	Edaradd	EDARADD
ENSRNOG00000012808	ENSG00000182087	Tmem259	TMEM259
ENSRNOG00000060012	ENSG00000244003	RF00017	RN7SL143P
ENSRNOG00000023030	ENSG00000153283	Cd96	CD96
ENSRNOG00000015125	ENSG00000111671	LOC100911548	SPSB2
ENSRNOG00000000556	ENSG00000156574	Nodal	NODAL
ENSRNOG00000017084	ENSG00000176387	Hsd11b2	HSD11B2
ENSRNOG00000011295	ENSG00000176248	Anapc2	ANAPC2
ENSRNOG00000019879	ENSG00000179751	Sycn	SYCN
ENSRNOG00000051811	ENSG00000206727	RF00108	SNORD116-9
ENSRNOG00000057393	ENSG00000206727	RF00108	SNORD116-9
ENSRNOG00000052049	ENSG00000206727	RF00108	SNORD116-9
ENSRNOG00000061909	ENSG00000206727	RF00108	SNORD116-9
ENSRNOG00000051750	ENSG00000206727	RF00108	SNORD116-9
ENSRNOG00000061669	ENSG00000206727	RF00108	SNORD116-9
ENSRNOG00000053379	ENSG00000206727	RF00108	SNORD116-9
ENSRNOG00000057005	ENSG00000206727	RF00108	SNORD116-9
ENSRNOG00000017463	ENSG00000189114	Bloc1s3	BLOC1S3
ENSRNOG00000006833	ENSG00000023287	Rb1cc1	RB1CC1
ENSRNOG00000006570	ENSG00000126822	Plekhg3	PLEKHG3
ENSRNOG00000009343	ENSG00000167880	Evpl	EVPL
ENSRNOG00000009663	ENSG00000100823	Apex1	APEX1
ENSRNOG00000061856	ENSG00000252691	RF00283	RF00283
ENSRNOG00000010888	ENSG00000164236	Ankrd33b	ANKRD33B
ENSRNOG00000042269	ENSG00000188394	Gpr21	GPR21
ENSRNOG00000009071	ENSG00000068400	Gripap1	GRIPAP1
ENSRNOG00000006077	ENSG00000089006	Snx5	SNX5
ENSRNOG00000053412	ENSG00000221139	RF00603	RF00603
ENSRNOG00000004502	ENSG00000084110	Hal	HAL
ENSRNOG00000039994	ENSG00000125351	Upf3b	UPF3B
ENSRNOG00000059961	ENSG00000079337	Rapgef3	RAPGEF3
