mouseID	HumanID	mouseGeneSymbol	HumanGeneSymbol
ENSMUSG00000039990	ENSG00000107938	Edrf1	EDRF1
ENSMUSG00000002228	ENSG00000155367	Ppm1j	PPM1J
ENSMUSG00000056752	ENSG00000007174	Dnah9	DNAH9
ENSMUSG00000020803	ENSG00000129235	Txndc17	TXNDC17
ENSMUSG00000028572	ENSG00000134709	Hook1	HOOK1
ENSMUSG00000029456	ENSG00000111271	Acad10	ACAD10
ENSMUSG00000042647	ENSG00000111271	Acad12	ACAD10
ENSMUSG00000025332	ENSG00000126012	Kdm5c	KDM5C
ENSMUSG00000058807	ENSG00000182783	Olfr331	OR2T29
ENSMUSG00000050818	ENSG00000182783	Olfr330	OR2T29
ENSMUSG00000064252	ENSG00000182783	Olfr329-ps	OR2T29
ENSMUSG00000057654	ENSG00000182783	Olfr328	OR2T29
ENSMUSG00000059279	ENSG00000182783	Olfr224	OR2T29
ENSMUSG00000060765	ENSG00000182783	Olfr325	OR2T29
ENSMUSG00000021484	ENSG00000169223	Lman2	LMAN2
ENSMUSG00000047619	ENSG00000170967	Ddi1	DDI1
ENSMUSG00000043310	ENSG00000176922	Olfr571	OR51S1
ENSMUSG00000001349	ENSG00000130176	Cnn1	CNN1
ENSMUSG00000030059	ENSG00000144747	Tmf1	TMF1
ENSMUSG00000060206	ENSG00000148143	Zfp462	ZNF462
ENSMUSG00000066319	ENSG00000163825	Rtp3	RTP3
ENSMUSG00000027131	ENSG00000128463	Emc4	EMC4
ENSMUSG00000041763	ENSG00000134900	Tpp2	TPP2
ENSMUSG00000061983	ENSG00000112306	Rps12	RPS12
ENSMUSG00000111517	ENSG00000221840	Olfr1238	OR4A5
ENSMUSG00000111715	ENSG00000221840	Olfr1246	OR4A5
ENSMUSG00000111567	ENSG00000221840	Olfr1251	OR4A5
ENSMUSG00000075075	ENSG00000221840	Olfr1253	OR4A5
ENSMUSG00000035805	ENSG00000100427	Mlc1	MLC1
ENSMUSG00000030800	ENSG00000052344	Prss8	PRSS8
ENSMUSG00000074825	ENSG00000198885	Itpripl1	ITPRIPL1
ENSMUSG00000026492	ENSG00000162851	Tfb2m	TFB2M
ENSMUSG00000105547	ENSG00000211675	Iglc3	IGLC1
ENSMUSG00000105906	ENSG00000211675	Iglc1	IGLC1
ENSMUSG00000106039	ENSG00000211675	Iglc4	IGLC1
ENSMUSG00000076937	ENSG00000211675	Iglc2	IGLC1
ENSMUSG00000030522	ENSG00000166912	Mtmr10	MTMR10
ENSMUSG00000081683	ENSG00000111432	Fzd10	FZD10
ENSMUSG00000069085	ENSG00000232125	Dytn	DYTN
ENSMUSG00000029868	ENSG00000165125	Trpv6	TRPV6
ENSMUSG00000070371	ENSG00000178226	Prss36	PRSS36
ENSMUSG00000030583	ENSG00000105738	Sipa1l3	SIPA1L3
ENSMUSG00000043940	ENSG00000163625	Wdfy3	WDFY3
ENSMUSG00000040021	ENSG00000131023	Lats1	LATS1
ENSMUSG00000030659	ENSG00000070081	Nucb2	NUCB2
ENSMUSG00000052889	ENSG00000166501	Prkcb	PRKCB
ENSMUSG00000056973	ENSG00000198848	Ces1d	CES1
ENSMUSG00000057074	ENSG00000198848	Ces1g	CES1
ENSMUSG00000074156	ENSG00000198848	Ces1h	CES1
ENSMUSG00000078964	ENSG00000198848	Ces1b	CES1
ENSMUSG00000057400	ENSG00000198848	Ces1c	CES1
ENSMUSG00000052794	ENSG00000105072	1700030K09Rik	C19orf44
ENSMUSG00000029607	ENSG00000157999	Ankrd61	ANKRD61
ENSMUSG00000038102	ENSG00000168538	Trappc11	TRAPPC11
ENSMUSG00000038473	ENSG00000198929	Nos1ap	NOS1AP
ENSMUSG00000029405	ENSG00000138757	G3bp2	G3BP2
ENSMUSG00000109713	ENSG00000213413	Pvrig	PVRIG
ENSMUSG00000028610	ENSG00000143006	Dmrtb1	DMRTB1
ENSMUSG00000020286	ENSG00000237651	1700093K21Rik	C2orf74
ENSMUSG00000035109	ENSG00000185634	Shc4	SHC4
ENSMUSG00000020907	ENSG00000109047	Rcvrn	RCVRN
ENSMUSG00000021282	ENSG00000100664	Eif5	EIF5
ENSMUSG00000015787	ENSG00000175164	Abo	ABO
ENSMUSG00000068854	ENSG00000124635	Hist2h2be	HIST1H2BJ
ENSMUSG00000006219	ENSG00000162458	Fblim1	FBLIM1
ENSMUSG00000009733	ENSG00000135457	Tfcp2	TFCP2
ENSMUSG00000000531	ENSG00000161835	Grasp	GRASP
ENSMUSG00000062007	ENSG00000196684	Hsh2d	HSH2D
ENSMUSG00000047842	ENSG00000165023	Diras2	DIRAS2
ENSMUSG00000029417	ENSG00000138755	Cxcl9	CXCL9
ENSMUSG00000026411	ENSG00000116857	Tmem9	TMEM9
ENSMUSG00000022789	ENSG00000087470	Dnm1l	DNM1L
ENSMUSG00000056223	ENSG00000276581	Spata31	SPATA31A5
ENSMUSG00000061898	ENSG00000146587	Rbak	RBAK
ENSMUSG00000020435	ENSG00000184792	Osbp2	OSBP2
ENSMUSG00000031209	ENSG00000089472	Heph	HEPH
ENSMUSG00000044813	ENSG00000107338	Shb	SHB
ENSMUSG00000026156	ENSG00000112309	B3gat2	B3GAT2
ENSMUSG00000032536	ENSG00000182606	Trak1	TRAK1
ENSMUSG00000093804	ENSG00000284733	Olfr1303	OR4F29
ENSMUSG00000073600	ENSG00000228672	Prob1	PROB1
ENSMUSG00000047731	ENSG00000166272	Wbp1l	WBP1L
ENSMUSG00000022671	ENSG00000152082	Mzt2	MZT2B
ENSMUSG00000042473	ENSG00000133138	Tbc1d8b	TBC1D8B
ENSMUSG00000053044	ENSG00000254126	Cd8b1	CD8B2
ENSMUSG00000035295	ENSG00000136918	Wdr38	WDR38
ENSMUSG00000026817	ENSG00000106992	Ak1	AK1
ENSMUSG00000060081	ENSG00000164508	Hist1h2aa	HIST1H2AA
ENSMUSG00000034850	ENSG00000135956	Tmem127	TMEM127
ENSMUSG00000102439	ENSG00000143631	Flg	FLG
ENSMUSG00000031788	ENSG00000140859	Kifc3	KIFC3
ENSMUSG00000075590	ENSG00000185189	Nrbp2	NRBP2
ENSMUSG00000034435	ENSG00000182107	Tmem30b	TMEM30B
ENSMUSG00000052212	ENSG00000204936	Cd177	CD177
ENSMUSG00000035878	ENSG00000188266	Hykk	HYKK
ENSMUSG00000012483	ENSG00000106399	Rpa3	RPA3
ENSMUSG00000042759	ENSG00000184730	Apobr	APOBR
ENSMUSG00000026121	ENSG00000168758	Sema4c	SEMA4C
ENSMUSG00000009739	ENSG00000184271	Pou6f1	POU6F1
ENSMUSG00000030031	ENSG00000163376	Kbtbd8	KBTBD8
ENSMUSG00000043681	ENSG00000188100	Fam25c	FAM25A
ENSMUSG00000029610	ENSG00000106305	Aimp2	AIMP2
ENSMUSG00000060275	ENSG00000158458	Nrg2	NRG2
ENSMUSG00000039456	ENSG00000159256	Morc3	MORC3
ENSMUSG00000039542	ENSG00000149294	Ncam1	NCAM1
ENSMUSG00000021318	ENSG00000106571	Gli3	GLI3
ENSMUSG00000015980	ENSG00000148814	Lrrc27	LRRC27
ENSMUSG00000052488	ENSG00000085872	Cherp	CHERP
ENSMUSG00000022833	ENSG00000175455	Ccdc14	CCDC14
ENSMUSG00000079476	ENSG00000283594	1700011M02Rik	FAM236C
ENSMUSG00000028938	ENSG00000106648	Galntl5	GALNTL5
ENSMUSG00000019359	ENSG00000130055	Gdpd2	GDPD2
ENSMUSG00000041571	ENSG00000178980	Selenow	SELENOW
ENSMUSG00000028792	ENSG00000004455	Ak2	AK2
ENSMUSG00000027356	ENSG00000101311	Fermt1	FERMT1
ENSMUSG00000055733	ENSG00000186310	Nap1l3	NAP1L3
ENSMUSG00000043542	ENSG00000104427	Zc2hc1a	ZC2HC1A
ENSMUSG00000110040	ENSG00000117984	Gm49369	CTSD
ENSMUSG00000007891	ENSG00000117984	Ctsd	CTSD
ENSMUSG00000048003	ENSG00000188782	Catsper4	CATSPER4
ENSMUSG00000023156	ENSG00000163684	Rpp14	RPP14
ENSMUSG00000026414	ENSG00000118194	Tnnt2	TNNT2
ENSMUSG00000040128	ENSG00000146278	Pnrc1	PNRC1
ENSMUSG00000045225	ENSG00000187612	Olfr1152	OR5W2
ENSMUSG00000048197	ENSG00000187612	Olfr1153	OR5W2
ENSMUSG00000075153	ENSG00000187612	Olfr1135	OR5W2
ENSMUSG00000075151	ENSG00000187612	Olfr1136	OR5W2
ENSMUSG00000075150	ENSG00000187612	Olfr1137	OR5W2
ENSMUSG00000075149	ENSG00000187612	Olfr1138	OR5W2
ENSMUSG00000068817	ENSG00000187612	Olfr1140	OR5W2
ENSMUSG00000075148	ENSG00000187612	Olfr1141	OR5W2
ENSMUSG00000068856	ENSG00000143368	Sf3b4	SF3B4
ENSMUSG00000038192	ENSG00000147869	Cer1	CER1
ENSMUSG00000060373	ENSG00000179172	Hnrnpc	HNRNPCL1
ENSMUSG00000025500	ENSG00000185522	Lmntd2	LMNTD2
ENSMUSG00000102252	ENSG00000128739	Snrpn	SNRPN
ENSMUSG00000110206	ENSG00000090554	Flt3l	FLT3LG
ENSMUSG00000027460	ENSG00000101280	Angpt4	ANGPT4
ENSMUSG00000032583	ENSG00000164077	Mon1a	MON1A
ENSMUSG00000029513	ENSG00000111725	Prkab1	PRKAB1
ENSMUSG00000044206	ENSG00000155659	Vsig4	VSIG4
ENSMUSG00000078486	ENSG00000187642	Perm1	PERM1
ENSMUSG00000086022	ENSG00000214842	Rad51ap2	RAD51AP2
ENSMUSG00000055128	ENSG00000100532	Cgrrf1	CGRRF1
ENSMUSG00000021877	ENSG00000168374	Arf4	ARF4
ENSMUSG00000078816	ENSG00000126583	Prkcg	PRKCG
ENSMUSG00000032207	ENSG00000166035	Lipc	LIPC
ENSMUSG00000029423	ENSG00000125207	Piwil1	PIWIL1
ENSMUSG00000029708	ENSG00000179562	Gcc1	GCC1
ENSMUSG00000060703	ENSG00000241399	Cd302	CD302
ENSMUSG00000037424	ENSG00000237110	Taar9	TAAR9
ENSMUSG00000023387	ENSG00000095981	Kcnk16	KCNK16
ENSMUSG00000115302	ENSG00000284779	Gm49394	IGF2
ENSMUSG00000057163	ENSG00000010438	Prss2	PRSS3
ENSMUSG00000040483	ENSG00000132530	Xaf1	XAF1
ENSMUSG00000023064	ENSG00000173267	Sncg	SNCG
ENSMUSG00000038949	ENSG00000162852	Cnst	CNST
ENSMUSG00000003665	ENSG00000105509	Has1	HAS1
ENSMUSG00000033577	ENSG00000196586	Myo6	MYO6
ENSMUSG00000027424	ENSG00000125871	Mgme1	MGME1
ENSMUSG00000043987	ENSG00000110274	Cep164	CEP164
ENSMUSG00000068921	ENSG00000132676	Dap3	DAP3
ENSMUSG00000027403	ENSG00000166948	Tgm6	TGM6
ENSMUSG00000021994	ENSG00000114251	Wnt5a	WNT5A
ENSMUSG00000039244	ENSG00000146576	E130309D02Rik	C7orf26
ENSMUSG00000056223	ENSG00000185775	Spata31	SPATA31A6
ENSMUSG00000016409	ENSG00000101882	Nkap	NKAP
ENSMUSG00000038072	ENSG00000178234	Galnt11	GALNT11
ENSMUSG00000058441	ENSG00000073150	Panx2	PANX2
ENSMUSG00000022416	ENSG00000100346	Cacna1i	CACNA1I
ENSMUSG00000019080	ENSG00000167700	Mfsd3	MFSD3
ENSMUSG00000024498	ENSG00000113649	Tcerg1	TCERG1
ENSMUSG00000071451	ENSG00000180822	Psmg4	PSMG4
ENSMUSG00000021945	ENSG00000121741	Zmym2	ZMYM2
ENSMUSG00000076490	ENSG00000211751	Trbc1	TRBC1
ENSMUSG00000076498	ENSG00000211751	Trbc2	TRBC1
ENSMUSG00000022685	ENSG00000140694	Parn	PARN
ENSMUSG00000009406	ENSG00000126767	Elk1	ELK1
ENSMUSG00000029314	ENSG00000138678	Gpat3	GPAT3
ENSMUSG00000079536	ENSG00000184033	Gm6880	CTAG1B
ENSMUSG00000079532	ENSG00000184033	Gm6890	CTAG1B
ENSMUSG00000053395	ENSG00000142408	Cacng8	CACNG8
ENSMUSG00000026972	ENSG00000197070	Arrdc1	ARRDC1
ENSMUSG00000053773	ENSG00000080511	Rdh8	RDH8
ENSMUSG00000099398	ENSG00000166928	Ms4a14	MS4A14
ENSMUSG00000030674	ENSG00000103485	Qprt	QPRT
ENSMUSG00000070368	ENSG00000143125	Prok1	PROK1
ENSMUSG00000048236	ENSG00000183378	Ovch2	OVCH2
ENSMUSG00000103711	ENSG00000215845	Tstd1	TSTD1
ENSMUSG00000040972	ENSG00000117154	Igsf21	IGSF21
ENSMUSG00000063765	ENSG00000100399	Chadl	CHADL
ENSMUSG00000062042	ENSG00000241128	Olfr294	OR14A2
ENSMUSG00000047757	ENSG00000181544	Fancb	FANCB
ENSMUSG00000038683	ENSG00000111845	Pak1ip1	PAK1IP1
ENSMUSG00000053119	ENSG00000115561	Chmp3	CHMP3
ENSMUSG00000026226	ENSG00000173699	Spata3	SPATA3
ENSMUSG00000062814	ENSG00000269791	Ssxa1	SSX4B
ENSMUSG00000026985	ENSG00000136696	Il1f8	IL36B
ENSMUSG00000016495	ENSG00000107020	Plgrkt	PLGRKT
ENSMUSG00000020528	ENSG00000141127	Prpsap2	PRPSAP2
ENSMUSG00000002222	ENSG00000153561	Rmnd5a	RMND5A
ENSMUSG00000040034	ENSG00000120253	Nup43	NUP43
ENSMUSG00000001815	ENSG00000174279	Evx2	EVX2
ENSMUSG00000043059	ENSG00000163795	Zfp513	ZNF513
ENSMUSG00000003039	ENSG00000105058	Fam32a	FAM32A
ENSMUSG00000021108	ENSG00000258989	Prkch	AL355916.2
ENSMUSG00000067064	ENSG00000178586	Olfr1416	OR6B3
ENSMUSG00000057464	ENSG00000178586	Olfr1415	OR6B3
ENSMUSG00000042849	ENSG00000178586	Olfr1414	OR6B3
ENSMUSG00000029363	ENSG00000111445	Rfc5	RFC5
ENSMUSG00000043183	ENSG00000170085	Simc1	SIMC1
ENSMUSG00000003731	ENSG00000025800	Kpna6	KPNA6
ENSMUSG00000056313	ENSG00000176907	Tcim	TCIM
ENSMUSG00000039904	ENSG00000170775	Gpr37	GPR37
ENSMUSG00000022595	ENSG00000197353	Lypd2	LYPD2
ENSMUSG00000044444	ENSG00000196570	Pfn3	PFN3
ENSMUSG00000040329	ENSG00000104432	Il7	IL7
ENSMUSG00000041815	ENSG00000100227	Poldip3	POLDIP3
ENSMUSG00000027358	ENSG00000125845	Bmp2	BMP2
ENSMUSG00000031839	ENSG00000230989	Hsbp1	HSBP1
ENSMUSG00000026155	ENSG00000112305	Smap1	SMAP1
ENSMUSG00000066877	ENSG00000071051	Nck2	NCK2
ENSMUSG00000035898	ENSG00000033178	Uba6	UBA6
ENSMUSG00000026644	ENSG00000176244	Acbd7	ACBD7
ENSMUSG00000047022	ENSG00000151338	Mipol1	MIPOL1
ENSMUSG00000029822	ENSG00000070882	Osbpl3	OSBPL3
ENSMUSG00000068263	ENSG00000114654	Efcc1	EFCC1
ENSMUSG00000030674	ENSG00000277669	Qprt	AC009086.2
ENSMUSG00000030816	ENSG00000103549	Rnf40	RNF40
ENSMUSG00000053004	ENSG00000196639	Hrh1	HRH1
ENSMUSG00000024395	ENSG00000072163	Lims2	LIMS2
ENSMUSG00000030981	ENSG00000154485	Mmp21	MMP21
ENSMUSG00000022236	ENSG00000145491	Ropn1l	ROPN1L
ENSMUSG00000042229	ENSG00000183155	Rabif	RABIF
ENSMUSG00000046791	ENSG00000170468	Riox1	RIOX1
ENSMUSG00000040040	ENSG00000032742	Ift88	IFT88
ENSMUSG00000047867	ENSG00000133561	Gimap6	GIMAP6
ENSMUSG00000039308	ENSG00000166507	Ndst2	NDST2
ENSMUSG00000015189	ENSG00000127995	Casd1	CASD1
ENSMUSG00000042202	ENSG00000189339	Slc35e2	SLC35E2B
ENSMUSG00000076939	ENSG00000211637	Iglv3	IGLV4-69
ENSMUSG00000071337	ENSG00000116001	Tia1	TIA1
ENSMUSG00000032178	ENSG00000129351	Ilf3	ILF3
ENSMUSG00000051003	ENSG00000168124	Olfr161	OR1F1
ENSMUSG00000029462	ENSG00000111237	Vps29	VPS29
ENSMUSG00000048721	ENSG00000285868	Fndc9	AC008676.3
ENSMUSG00000015776	ENSG00000148297	Med22	MED22
ENSMUSG00000030534	ENSG00000284946	Vps33b	AC068831.7
ENSMUSG00000051339	ENSG00000197077	2900026A02Rik	KIAA1671
ENSMUSG00000030499	ENSG00000153885	Kctd15	KCTD15
ENSMUSG00000046854	ENSG00000167103	Pip5kl1	PIP5KL1
ENSMUSG00000045767	ENSG00000181904	B230219D22Rik	C5orf24
ENSMUSG00000080316	ENSG00000182310	Spaca6	SPACA6
ENSMUSG00000006494	ENSG00000152256	Pdk1	PDK1
ENSMUSG00000020411	ENSG00000172548	Nipal4	NIPAL4
ENSMUSG00000027270	ENSG00000125869	Lamp5	LAMP5
ENSMUSG00000029680	ENSG00000106302	Hyal4	HYAL4
ENSMUSG00000028923	ENSG00000157191	Necap2	NECAP2
ENSMUSG00000029557	ENSG00000122687	Mrm2	MRM2
ENSMUSG00000045792	ENSG00000278870	Olfr578	OR51G1
ENSMUSG00000028351	ENSG00000078725	Brinp1	BRINP1
ENSMUSG00000022155	ENSG00000171495	Mroh2b	MROH2B
ENSMUSG00000028411	ENSG00000137074	Aptx	APTX
ENSMUSG00000031512	ENSG00000153495	Tex29	TEX29
ENSMUSG00000026933	ENSG00000130559	Camsap1	CAMSAP1
ENSMUSG00000051777	ENSG00000214216	Iqcj	IQCJ
ENSMUSG00000000295	ENSG00000111906	Hddc2	HDDC2
ENSMUSG00000054619	ENSG00000185432	Mettl7a1	METTL7A
ENSMUSG00000058057	ENSG00000185432	Mettl7a3	METTL7A
ENSMUSG00000026939	ENSG00000244187	Tmem141	TMEM141
ENSMUSG00000055891	ENSG00000186150	Ubl4b	UBL4B
ENSMUSG00000059481	ENSG00000183281	Plg	PLGLB1
ENSMUSG00000056267	ENSG00000114107	Cep70	CEP70
ENSMUSG00000058743	ENSG00000182324	Kcnj14	KCNJ14
ENSMUSG00000022205	ENSG00000113387	Sub1	SUB1
ENSMUSG00000031516	ENSG00000104671	Dctn6	DCTN6
ENSMUSG00000038119	ENSG00000064309	Cdon	CDON
ENSMUSG00000031883	ENSG00000168748	Car7	CA7
ENSMUSG00000042428	ENSG00000128268	Mgat3	MGAT3
ENSMUSG00000038650	ENSG00000023191	Rnh1	RNH1
ENSMUSG00000034235	ENSG00000166348	Usp54	USP54
ENSMUSG00000034211	ENSG00000239789	Mrps17	MRPS17
ENSMUSG00000024440	ENSG00000113555	Pcdh12	PCDH12
ENSMUSG00000027001	ENSG00000162999	Dusp19	DUSP19
ENSMUSG00000029394	ENSG00000111328	Cdk2ap1	CDK2AP1
ENSMUSG00000078154	ENSG00000111328	Gm12184	CDK2AP1
ENSMUSG00000008090	ENSG00000127418	Fgfrl1	FGFRL1
ENSMUSG00000055148	ENSG00000127528	Klf2	KLF2
ENSMUSG00000031326	ENSG00000131264	Cdx4	CDX4
ENSMUSG00000075094	ENSG00000181903	Olfr1230	OR4C6
ENSMUSG00000066839	ENSG00000130159	Ecsit	ECSIT
ENSMUSG00000045467	ENSG00000213471	Ttll13	TTLL13P
ENSMUSG00000030760	ENSG00000078124	Acer3	ACER3
ENSMUSG00000075573	ENSG00000233050	Defb47	DEFB130B
ENSMUSG00000070563	ENSG00000177202	Spaca4	SPACA4
ENSMUSG00000034107	ENSG00000146205	Ano7	ANO7
ENSMUSG00000039942	ENSG00000171522	Ptger4	PTGER4
ENSMUSG00000058669	ENSG00000136327	Nkx2-9	NKX2-8
ENSMUSG00000006216	ENSG00000184908	Clcnkb	CLCNKB
ENSMUSG00000015966	ENSG00000056736	Il17rb	IL17RB
ENSMUSG00000038121	ENSG00000177150	Fam210a	FAM210A
ENSMUSG00000053268	ENSG00000152591	Dspp	DSPP
ENSMUSG00000037913	ENSG00000121895	Tmem156	TMEM156
ENSMUSG00000029203	ENSG00000078140	Ube2k	UBE2K
ENSMUSG00000022529	ENSG00000006194	Zfp263	ZNF263
ENSMUSG00000025330	ENSG00000159339	Padi4	PADI4
ENSMUSG00000038403	ENSG00000168509	Hfe2	HJV
ENSMUSG00000036560	ENSG00000153902	Lgi4	LGI4
ENSMUSG00000021578	ENSG00000164366	Ccdc127	CCDC127
ENSMUSG00000109511	ENSG00000213024	Nup62	NUP62
ENSMUSG00000007805	ENSG00000233608	Twist2	TWIST2
ENSMUSG00000028636	ENSG00000127125	Ppcs	PPCS
ENSMUSG00000029283	ENSG00000097046	Cdc7	CDC7
ENSMUSG00000054523	ENSG00000166930	Ms4a5	MS4A5
ENSMUSG00000031552	ENSG00000168619	Adam18	ADAM18
ENSMUSG00000029062	ENSG00000008128	Cdk11b	CDK11A
ENSMUSG00000023267	ENSG00000111886	Gabrr2	GABRR2
ENSMUSG00000027261	ENSG00000101323	Hao1	HAO1
ENSMUSG00000041115	ENSG00000124313	Iqsec2	IQSEC2
ENSMUSG00000020621	ENSG00000240857	Rdh14	RDH14
ENSMUSG00000032479	ENSG00000047849	Map4	MAP4
ENSMUSG00000031530	ENSG00000120875	Dusp4	DUSP4
ENSMUSG00000041984	ENSG00000215853	Rptn	RPTN
ENSMUSG00000000682	ENSG00000169442	Cd52	CD52
ENSMUSG00000040387	ENSG00000186231	Klhl32	KLHL32
ENSMUSG00000104301	ENSG00000174776	Wdr49	WDR49
ENSMUSG00000007415	ENSG00000157259	Gatad1	GATAD1
ENSMUSG00000029062	ENSG00000248333	Cdk11b	CDK11B
ENSMUSG00000026662	ENSG00000086475	Sephs1	SEPHS1
ENSMUSG00000087247	ENSG00000196711	Alkal1	ALKAL1
ENSMUSG00000032968	ENSG00000123999	Inha	INHA
ENSMUSG00000031112	ENSG00000134602	Stk26	STK26
ENSMUSG00000022241	ENSG00000113407	Tars	TARS
ENSMUSG00000062991	ENSG00000157168	Nrg1	NRG1
ENSMUSG00000031273	ENSG00000197565	Col4a6	COL4A6
ENSMUSG00000068122	ENSG00000180772	Agtr2	AGTR2
ENSMUSG00000038267	ENSG00000137266	Slc22a23	SLC22A23
ENSMUSG00000055895	ENSG00000149507	Oosp2	OOSP2
ENSMUSG00000037526	ENSG00000126775	Atg14	ATG14
ENSMUSG00000031546	ENSG00000147536	Gins4	GINS4
ENSMUSG00000082482	ENSG00000277858	H2afb2	H2AFB2
ENSMUSG00000067441	ENSG00000277858	H2afb1	H2AFB2
ENSMUSG00000083616	ENSG00000277858	H2afb3	H2AFB2
ENSMUSG00000064373	ENSG00000250722	Selenop	SELENOP
ENSMUSG00000055022	ENSG00000018236	Cntn1	CNTN1
ENSMUSG00000095981	ENSG00000211965	Ighv10-1	IGHV3-49
ENSMUSG00000095700	ENSG00000211965	Ighv10-3	IGHV3-49
ENSMUSG00000076671	ENSG00000211965	Ighv13-2	IGHV3-49
ENSMUSG00000076677	ENSG00000211965	Ighv6-3	IGHV3-49
ENSMUSG00000094174	ENSG00000211965	Ighv6-4	IGHV3-49
ENSMUSG00000096407	ENSG00000211965	Ighv6-5	IGHV3-49
ENSMUSG00000076680	ENSG00000211965	Ighv6-6	IGHV3-49
ENSMUSG00000087582	ENSG00000211965	Ighv6-7	IGHV3-49
ENSMUSG00000001424	ENSG00000197157	Snd1	SND1
ENSMUSG00000035168	ENSG00000115183	Tanc1	TANC1
ENSMUSG00000028889	ENSG00000196449	Yrdc	YRDC
ENSMUSG00000026425	ENSG00000196369	Srgap2	SRGAP2B
ENSMUSG00000044055	ENSG00000178602	Otos	OTOS
ENSMUSG00000032431	ENSG00000170275	Crtap	CRTAP
ENSMUSG00000046982	ENSG00000179981	Tshz1	TSHZ1
ENSMUSG00000032437	ENSG00000163527	Stt3b	STT3B
ENSMUSG00000036534	ENSG00000103042	Slc38a7	SLC38A7
ENSMUSG00000105547	ENSG00000254709	Iglc3	IGLL5
ENSMUSG00000105906	ENSG00000254709	Iglc1	IGLL5
ENSMUSG00000106039	ENSG00000254709	Iglc4	IGLL5
ENSMUSG00000076937	ENSG00000254709	Iglc2	IGLL5
ENSMUSG00000063120	ENSG00000182334	Olfr480	OR5P3
ENSMUSG00000047246	ENSG00000273802	Hist1h2be	HIST1H2BG
ENSMUSG00000018102	ENSG00000273802	Hist1h2bc	HIST1H2BG
ENSMUSG00000026664	ENSG00000107537	Phyh	PHYH
ENSMUSG00000091337	ENSG00000255302	Eid1	EID1
ENSMUSG00000054477	ENSG00000080709	Kcnn2	KCNN2
ENSMUSG00000024542	ENSG00000101639	Cep192	CEP192
ENSMUSG00000020633	ENSG00000214866	Dcdc2c	DCDC2C
ENSMUSG00000039943	ENSG00000101333	Plcb4	PLCB4
ENSMUSG00000052423	ENSG00000158850	B4galt3	B4GALT3
ENSMUSG00000053334	ENSG00000198855	Ficd	FICD
ENSMUSG00000044286	ENSG00000169327	Olfr221	OR5AU1
ENSMUSG00000024270	ENSG00000141424	Slc39a6	SLC39A6
ENSMUSG00000039449	ENSG00000282246	Prpf18	AL157392.5
ENSMUSG00000046490	ENSG00000189051	Rnf222	RNF222
ENSMUSG00000060121	ENSG00000092208	Gemin2	GEMIN2
ENSMUSG00000027371	ENSG00000115042	Fahd2a	FAHD2A
ENSMUSG00000019132	ENSG00000112308	BC005537	C6orf62
ENSMUSG00000030530	ENSG00000140564	Furin	FURIN
ENSMUSG00000018500	ENSG00000170425	Adora2b	ADORA2B
ENSMUSG00000109523	ENSG00000223802	Gdf1	CERS1
ENSMUSG00000087408	ENSG00000223802	Cers1	CERS1
ENSMUSG00000106918	ENSG00000243147	Mrpl33	MRPL33
ENSMUSG00000026205	ENSG00000213901	Slc23a3	SLC23A3
ENSMUSG00000041852	ENSG00000100207	Tcf20	TCF20
ENSMUSG00000094483	ENSG00000146676	Purb	PURB
ENSMUSG00000030056	ENSG00000261796	Isy1	ISY1-RAB43
ENSMUSG00000050147	ENSG00000127533	F2rl3	F2RL3
ENSMUSG00000050328	ENSG00000123407	Hoxc12	HOXC12
ENSMUSG00000003410	ENSG00000196361	Elavl3	ELAVL3
ENSMUSG00000035776	ENSG00000102181	Cd99l2	CD99L2
ENSMUSG00000054003	ENSG00000156414	Tdrd9	TDRD9
ENSMUSG00000032087	ENSG00000177103	Dscaml1	DSCAML1
ENSMUSG00000021460	ENSG00000148090	Auh	AUH
ENSMUSG00000040339	ENSG00000162636	Fam102b	FAM102B
ENSMUSG00000040302	ENSG00000127993	Rbm48	RBM48
ENSMUSG00000050973	ENSG00000183208	Gdpgp1	GDPGP1
ENSMUSG00000034336	ENSG00000148798	Ina	INA
ENSMUSG00000032220	ENSG00000157483	Myo1e	MYO1E
ENSMUSG00000079536	ENSG00000268651	Gm6880	CTAG1A
ENSMUSG00000079532	ENSG00000268651	Gm6890	CTAG1A
ENSMUSG00000065968	ENSG00000185201	Ifitm7	IFITM2
ENSMUSG00000033916	ENSG00000130724	Chmp2a	CHMP2A
ENSMUSG00000070380	ENSG00000180090	Olfr401	OR3A1
ENSMUSG00000070379	ENSG00000180090	Olfr402	OR3A1
ENSMUSG00000063116	ENSG00000180090	Olfr410	OR3A1
ENSMUSG00000043415	ENSG00000165312	Otud1	OTUD1
ENSMUSG00000035187	ENSG00000163623	Nkx6-1	NKX6-1
ENSMUSG00000056055	ENSG00000130561	Sag	SAG
ENSMUSG00000031551	ENSG00000131203	Ido1	IDO1
ENSMUSG00000078234	ENSG00000179023	Klhdc7a	KLHDC7A
ENSMUSG00000030802	ENSG00000103507	Bckdk	BCKDK
ENSMUSG00000034910	ENSG00000171016	Pygo1	PYGO1
ENSMUSG00000033186	ENSG00000204899	Mzt1	MZT1
ENSMUSG00000024122	ENSG00000140992	Pdpk1	PDPK1
ENSMUSG00000042042	ENSG00000169826	Csgalnact2	CSGALNACT2
