pigID	HumanID	pigGeneSymbol	HumanGeneSymbol
ENSSSCG00000004506	ENSG00000134030	CTIF	CTIF
ENSSSCG00000037975	ENSG00000234616	JRK	JRK
ENSSSCG00000015523	ENSG00000116191	RALGPS2	RALGPS2
ENSSSCG00000005401	ENSG00000155833	NA	CYLC2
ENSSSCG00000038597	ENSG00000162755	KLHDC9	KLHDC9
ENSSSCG00000001705	ENSG00000146221	TCTE1	TCTE1
ENSSSCG00000003317	ENSG00000142409	ZNF787	ZNF787
ENSSSCG00000003168	ENSG00000161618	ALDH16A1	ALDH16A1
ENSSSCG00000028112	ENSG00000159212	CLIC6	CLIC6
ENSSSCG00000014908	ENSG00000179071	CCDC89	CCDC89
ENSSSCG00000014267	ENSG00000273217	NA	AC008695.1
ENSSSCG00000030435	ENSG00000168883	USP39	USP39
ENSSSCG00000034212	ENSG00000213218	GH1	CSH2
ENSSSCG00000013629	ENSG00000127616	SMARCA4	SMARCA4
ENSSSCG00000008289	ENSG00000065911	MTHFD2	MTHFD2
ENSSSCG00000010275	ENSG00000166228	PCBD1	PCBD1
ENSSSCG00000000062	ENSG00000172346	CSDC2	CSDC2
ENSSSCG00000024467	ENSG00000188803	SHISA6	SHISA6
ENSSSCG00000023090	ENSG00000167995	BEST1	BEST1
ENSSSCG00000009413	ENSG00000080618	CPB2	CPB2
ENSSSCG00000016049	ENSG00000198130	HIBCH	HIBCH
ENSSSCG00000040959	ENSG00000172262	ZNF131	ZNF131
ENSSSCG00000018055	ENSG00000133027	PEMT	PEMT
ENSSSCG00000035216	ENSG00000188766	SPRED3	SPRED3
ENSSSCG00000015654	ENSG00000162891	IL20	IL20
ENSSSCG00000006467	ENSG00000143294	PRCC	PRCC
ENSSSCG00000006538	ENSG00000160688	CKS1B	FLAD1
ENSSSCG00000001216	ENSG00000184619	NA	KRBA2
ENSSSCG00000021023	ENSG00000156304	SCAF4	SCAF4
ENSSSCG00000037832	ENSG00000109099	PMP22	PMP22
ENSSSCG00000027558	ENSG00000136928	GABBR2	GABBR2
ENSSSCG00000006678	ENSG00000198019	FCGR1A	FCGR1B
ENSSSCG00000033732	ENSG00000088448	ANKRD10	ANKRD10
ENSSSCG00000009448	ENSG00000139734	DIAPH3	DIAPH3
ENSSSCG00000023171	ENSG00000122490	PQLC1	PQLC1
ENSSSCG00000037887	ENSG00000177688	NA	SUMO4
ENSSSCG00000006531	ENSG00000251246	NA	AL691442.1
ENSSSCG00000036483	ENSG00000110801	NA	PSMD9
ENSSSCG00000036501	ENSG00000071127	WDR1	WDR1
ENSSSCG00000024975	ENSG00000116833	NA	NR5A2
ENSSSCG00000003929	ENSG00000142959	BEST4	BEST4
ENSSSCG00000031893	ENSG00000185829	NA	ARL17A
ENSSSCG00000022140	ENSG00000087128	TMPRSS11E	TMPRSS11E
ENSSSCG00000000590	ENSG00000139151	PLCZ1	PLCZ1
ENSSSCG00000006628	ENSG00000159352	PSMD4	PSMD4
ENSSSCG00000001806	ENSG00000186628	FSD2	FSD2
ENSSSCG00000004306	ENSG00000135336	ORC3	ORC3
ENSSSCG00000012123	ENSG00000123595	RAB9A	RAB9A
ENSSSCG00000040313	ENSG00000159792	PSKH1	PSKH1
ENSSSCG00000030253	ENSG00000162408	NOL9	NOL9
ENSSSCG00000022797	ENSG00000173281	PPP1R3B	PPP1R3B
ENSSSCG00000032103	ENSG00000196505	NA	GDAP2
ENSSSCG00000035893	ENSG00000285602	NA	AC097625.1
ENSSSCG00000025704	ENSG00000162777	DENND2D	DENND2D
ENSSSCG00000038873	ENSG00000163681	SLMAP	SLMAP
ENSSSCG00000026203	ENSG00000137634	NXPE4	NXPE4
ENSSSCG00000006399	ENSG00000243284	VSIG8	VSIG8
ENSSSCG00000010604	ENSG00000107957	SH3PXD2A	SH3PXD2A
ENSSSCG00000016306	ENSG00000085982	USP40	USP40
ENSSSCG00000001001	ENSG00000185689	NA	C6orf201
ENSSSCG00000032640	ENSG00000276180	NA	HIST1H4I
ENSSSCG00000011218	ENSG00000033867	SLC4A7	SLC4A7
ENSSSCG00000007528	ENSG00000087495	PHACTR3	PHACTR3
ENSSSCG00000033699	ENSG00000147454	NA	SLC25A37
ENSSSCG00000031811	ENSG00000147454	NA	SLC25A37
ENSSSCG00000033037	ENSG00000147454	NA	SLC25A37
ENSSSCG00000002512	ENSG00000168350	DEGS2	DEGS2
ENSSSCG00000002260	ENSG00000170776	NA	AKAP13
ENSSSCG00000009228	ENSG00000109339	MAPK10	MAPK10
ENSSSCG00000025900	ENSG00000175137	SH3BP5L	SH3BP5L
ENSSSCG00000030643	ENSG00000138018	SELENOI	SELENOI
ENSSSCG00000039585	ENSG00000115540	NA	MOB4
ENSSSCG00000016079	ENSG00000115540	MOBKL3	MOB4
ENSSSCG00000032749	ENSG00000189184	PCDH18	PCDH18
ENSSSCG00000007520	ENSG00000087460	GNAS	GNAS
ENSSSCG00000011627	ENSG00000014257	NA	ACPP
ENSSSCG00000037001	ENSG00000213889	PPM1N	PPM1N
ENSSSCG00000032280	ENSG00000186474	KLK12	KLK12
ENSSSCG00000036211	ENSG00000221882	NA	OR3A2
ENSSSCG00000038280	ENSG00000117481	NSUN4	NSUN4
ENSSSCG00000011727	ENSG00000163661	PTX3	PTX3
ENSSSCG00000006508	ENSG00000116539	ASH1L	ASH1L
ENSSSCG00000023028	ENSG00000154721	JAM2	JAM2
ENSSSCG00000039876	ENSG00000119707	RBM25	RBM25
ENSSSCG00000036943	ENSG00000185742	C11orf87	C11orf87
ENSSSCG00000004081	ENSG00000131018	NA	SYNE1
ENSSSCG00000017184	ENSG00000161542	PRPSAP1	PRPSAP1
ENSSSCG00000008840	ENSG00000180613	GSX2	GSX2
ENSSSCG00000015236	ENSG00000151704	KCNJ1	KCNJ1
ENSSSCG00000008334	ENSG00000059728	MXD1	MXD1
ENSSSCG00000038955	ENSG00000164615	CAMLG	CAMLG
ENSSSCG00000025244	ENSG00000158748	HTR6	HTR6
ENSSSCG00000036482	ENSG00000214941	ZSWIM7	ZSWIM7
ENSSSCG00000006496	ENSG00000160789	LMNA	LMNA
ENSSSCG00000001879	ENSG00000182950	ODF3L1	ODF3L1
ENSSSCG00000029343	ENSG00000092931	MFSD11	MFSD11
ENSSSCG00000002013	ENSG00000187630	DHRS4	DHRS4L2
ENSSSCG00000012595	ENSG00000130224	LRCH2	LRCH2
ENSSSCG00000009711	ENSG00000056050	HPF1	HPF1
ENSSSCG00000017789	ENSG00000168792	ABHD15	ABHD15
ENSSSCG00000006590	ENSG00000143546	S100A8	S100A8
ENSSSCG00000033800	ENSG00000139946	PELI2	PELI2
ENSSSCG00000013423	ENSG00000065268	WDR18	WDR18
ENSSSCG00000028180	ENSG00000188542	DUSP28	DUSP28
ENSSSCG00000028696	ENSG00000168496	FEN1	FEN1
ENSSSCG00000010512	ENSG00000187122	SLIT1	SLIT1
ENSSSCG00000032723	ENSG00000078124	ACER3	ACER3
ENSSSCG00000022806	ENSG00000148943	LIN7C	LIN7C
ENSSSCG00000002862	ENSG00000166359	WDR88	WDR88
ENSSSCG00000025441	ENSG00000177202	SPACA4	SPACA4
ENSSSCG00000024347	ENSG00000096006	CRISP3	CRISP3
ENSSSCG00000014803	ENSG00000284922	LRRC51	AP000812.5
ENSSSCG00000003315	ENSG00000179709	NLRP8	NLRP8
ENSSSCG00000007932	ENSG00000067836	ROGDI	ROGDI
ENSSSCG00000036348	ENSG00000113248	PCDHB15	PCDHB15
ENSSSCG00000012840	ENSG00000177697	CD151	CD151
ENSSSCG00000015115	ENSG00000110395	CBL	CBL
ENSSSCG00000010086	ENSG00000161180	NA	CCDC116
ENSSSCG00000015270	ENSG00000122176	FMOD	FMOD
ENSSSCG00000005643	ENSG00000261794	NA	GOLGA8H
ENSSSCG00000006734	ENSG00000134256	CD101	CD101
ENSSSCG00000033374	ENSG00000242485	MRPL20	MRPL20
ENSSSCG00000008363	ENSG00000119844	AFTPH	AFTPH
ENSSSCG00000034318	ENSG00000131368	MRPS25	MRPS25
ENSSSCG00000038844	ENSG00000204323	SMIM5	SMIM5
ENSSSCG00000034212	ENSG00000259384	GH1	GH1
ENSSSCG00000005589	ENSG00000148200	NR6A1	NR6A1
ENSSSCG00000036512	ENSG00000127418	FGFRL1	FGFRL1
ENSSSCG00000027165	ENSG00000184787	UBE2G2	UBE2G2
ENSSSCG00000016626	ENSG00000001626	CFTR	CFTR
ENSSSCG00000011892	ENSG00000183833	NA	MAATS1
ENSSSCG00000009775	ENSG00000111328	NA	CDK2AP1
ENSSSCG00000026407	ENSG00000188505	NCCRP1	NCCRP1
ENSSSCG00000010728	ENSG00000121898	CPXM2	CPXM2
ENSSSCG00000036089	ENSG00000213424	NA	KRT222
ENSSSCG00000027686	ENSG00000198492	YTHDF2	YTHDF2
ENSSSCG00000006286	ENSG00000007908	NA	SELE
ENSSSCG00000010863	ENSG00000153207	AHCTF1	AHCTF1
ENSSSCG00000038911	ENSG00000127528	KLF2	KLF2
ENSSSCG00000027426	ENSG00000069399	BCL3	BCL3
ENSSSCG00000012904	ENSG00000110711	AIP	AIP
ENSSSCG00000007481	ENSG00000020256	ZFP64	ZFP64
ENSSSCG00000013056	ENSG00000133317	LGALS12	LGALS12
ENSSSCG00000005441	ENSG00000070061	ELP1	ELP1
ENSSSCG00000040203	ENSG00000284512	NA	AC092718.8
ENSSSCG00000032616	ENSG00000284512	NA	AC092718.8
ENSSSCG00000030133	ENSG00000284512	NA	AC092718.8
ENSSSCG00000039643	ENSG00000284512	NA	AC092718.8
ENSSSCG00000024832	ENSG00000284512	NA	AC092718.8
ENSSSCG00000002625	ENSG00000284512	NA	AC092718.8
ENSSSCG00000015519	ENSG00000075391	RASAL2	RASAL2
ENSSSCG00000012730	ENSG00000155966	AFF2	AFF2
ENSSSCG00000022999	ENSG00000167840	ZNF232	ZNF232
ENSSSCG00000032010	ENSG00000023191	RNH1	RNH1
ENSSSCG00000010302	ENSG00000166348	USP54	USP54
ENSSSCG00000000146	ENSG00000133392	MYH11	MYH11
ENSSSCG00000037364	ENSG00000173762	NA	CD7
ENSSSCG00000008606	ENSG00000143867	OSR1	OSR1
ENSSSCG00000012795	ENSG00000184216	IRAK1	IRAK1
ENSSSCG00000034769	ENSG00000239789	NA	MRPS17
ENSSSCG00000015297	ENSG00000008277	ADAM22	ADAM22
ENSSSCG00000013762	ENSG00000132000	PODNL1	PODNL1
ENSSSCG00000032073	ENSG00000183628	NA	DGCR6
ENSSSCG00000040406	ENSG00000124391	IL17C	IL17C
ENSSSCG00000004308	ENSG00000118434	SPACA1	SPACA1
ENSSSCG00000010065	ENSG00000276950	GSTT4	GSTT4
ENSSSCG00000005729	ENSG00000125485	DDX31	DDX31
ENSSSCG00000011776	ENSG00000163872	YEATS2	YEATS2
ENSSSCG00000038785	ENSG00000168748	CA7	CA7
ENSSSCG00000021573	ENSG00000120457	KCNJ5	KCNJ5
ENSSSCG00000012753	ENSG00000183862	CNGA2	CNGA2
ENSSSCG00000025092	ENSG00000135446	CDK4	CDK4
ENSSSCG00000016651	ENSG00000101363	NA	MANBAL
ENSSSCG00000025531	ENSG00000123096	SSPN	SSPN
ENSSSCG00000038126	ENSG00000128268	MGAT3	MGAT3
ENSSSCG00000004336	ENSG00000135333	EPHA7	EPHA7
ENSSSCG00000033810	ENSG00000154845	NA	PPP4R1
ENSSSCG00000037879	ENSG00000178934	NA	LGALS7B
ENSSSCG00000024281	ENSG00000178934	NA	LGALS7B
ENSSSCG00000033383	ENSG00000166148	AVPR1A	AVPR1A
ENSSSCG00000039270	ENSG00000095970	TREM2	TREM2
ENSSSCG00000009177	ENSG00000164031	DNAJB14	DNAJB14
ENSSSCG00000017932	ENSG00000161944	ASGR2	ASGR2
ENSSSCG00000002747	ENSG00000118557	PMFBP1	PMFBP1
ENSSSCG00000009979	ENSG00000100285	NEFH	NEFH
ENSSSCG00000040954	ENSG00000176102	CSTF3	CSTF3
ENSSSCG00000023738	ENSG00000136152	COG3	COG3
ENSSSCG00000028905	ENSG00000154310	TNIK	TNIK
ENSSSCG00000034468	ENSG00000156735	BAG4	BAG4
ENSSSCG00000022429	ENSG00000107821	KAZALD1	KAZALD1
ENSSSCG00000007625	ENSG00000130429	ARPC1B	ARPC1B
ENSSSCG00000010401	ENSG00000172661	NA	WASHC2C
ENSSSCG00000011347	ENSG00000172113	NME6	NME6
ENSSSCG00000012059	ENSG00000159267	HLCS	HLCS
ENSSSCG00000027439	ENSG00000101323	HAO1	HAO1
ENSSSCG00000022957	ENSG00000102699	PARP4	PARP4
ENSSSCG00000037524	ENSG00000167656	LY6D	LY6D
ENSSSCG00000035012	ENSG00000164181	ELOVL7	ELOVL7
ENSSSCG00000003232	ENSG00000105370	LIM2	LIM2
ENSSSCG00000024249	ENSG00000111886	GABRR2	GABRR2
ENSSSCG00000012720	ENSG00000160075	NA	SSU72
ENSSSCG00000022845	ENSG00000198961	PJA2	PJA2
ENSSSCG00000037626	ENSG00000159339	NA	PADI4
ENSSSCG00000003483	ENSG00000159339	NA	PADI4
ENSSSCG00000009806	ENSG00000139718	SETD1B	SETD1B
ENSSSCG00000011279	ENSG00000157093	LYZL4	LYZL4
ENSSSCG00000012832	ENSG00000101825	NA	MXRA5
ENSSSCG00000022026	ENSG00000129221	AIPL1	AIPL1
ENSSSCG00000011689	ENSG00000152952	PLOD2	PLOD2
ENSSSCG00000036783	ENSG00000164366	CCDC127	CCDC127
ENSSSCG00000017391	ENSG00000068137	PLEKHH3	PLEKHH3
ENSSSCG00000021770	ENSG00000261611	NA	AC010547.4
ENSSSCG00000017642	ENSG00000108389	MTMR4	MTMR4
ENSSSCG00000038938	ENSG00000214253	FIS1	FIS1
ENSSSCG00000001379	ENSG00000196230	TUBB	TUBB
ENSSSCG00000003038	ENSG00000105737	GRIK5	GRIK5
ENSSSCG00000003966	ENSG00000127125	PPCS	PPCS
ENSSSCG00000027251	ENSG00000097046	CDC7	CDC7
ENSSSCG00000006948	ENSG00000204839	MROH6	MROH6
ENSSSCG00000011550	ENSG00000134072	CAMK1	CAMK1
ENSSSCG00000032028	ENSG00000063046	NA	EIF4B
ENSSSCG00000023540	ENSG00000272899	ATP6V1FNB	ATP6V1FNB
ENSSSCG00000016343	ENSG00000233608	TWIST2	TWIST2
ENSSSCG00000011136	ENSG00000108021	FAM208B	FAM208B
ENSSSCG00000010816	ENSG00000092969	TGFB2	TGFB2
ENSSSCG00000012980	ENSG00000172977	KAT5	KAT5
ENSSSCG00000016642	ENSG00000164604	GPR85	GPR85
ENSSSCG00000033359	ENSG00000107874	CUEDC2	CUEDC2
ENSSSCG00000037275	ENSG00000157734	SNX22	SNX22
ENSSSCG00000033602	ENSG00000078140	UBE2K	UBE2K
ENSSSCG00000013073	ENSG00000221968	FADS3	FADS3
ENSSSCG00000009221	ENSG00000152591	NA	DSPP
ENSSSCG00000003081	ENSG00000213892	CEACAM16	CEACAM16
ENSSSCG00000023785	ENSG00000121895	TMEM156	TMEM156
ENSSSCG00000007153	ENSG00000088812	ATRN	ATRN
ENSSSCG00000012620	ENSG00000186416	NKRF	NKRF
ENSSSCG00000015627	ENSG00000042813	ZPBP	ZPBP
ENSSSCG00000012843	ENSG00000177595	PIDD1	PIDD1
ENSSSCG00000029478	ENSG00000158290	CUL4B	CUL4B
ENSSSCG00000024445	ENSG00000165819	METTL3	METTL3
ENSSSCG00000007789	ENSG00000080603	NA	SRCAP
ENSSSCG00000003576	ENSG00000181773	GPR3	GPR3
ENSSSCG00000011675	ENSG00000114124	GRK7	GRK7
ENSSSCG00000028377	ENSG00000205758	CRYZL1	CRYZL1
ENSSSCG00000001944	ENSG00000136327	NKX2-8	NKX2-8
ENSSSCG00000011798	ENSG00000283149	NA	AC068631.2
ENSSSCG00000014284	ENSG00000205089	NA	CCNI2
ENSSSCG00000013714	ENSG00000181143	NA	MUC16
ENSSSCG00000001718	ENSG00000146233	CYP39A1	CYP39A1
ENSSSCG00000025440	ENSG00000206181	NA	ELOA2
ENSSSCG00000027652	ENSG00000174010	KLHL15	KLHL15
ENSSSCG00000026345	ENSG00000184908	NA	CLCNKB
ENSSSCG00000037797	ENSG00000186803	IFN-ALPHA-17	IFNA10
ENSSSCG00000039065	ENSG00000186803	IFN-ALPHA-16	IFNA10
ENSSSCG00000033254	ENSG00000186803	IFN-ALPHA-13	IFNA10
ENSSSCG00000032868	ENSG00000186803	IFN-ALPHA-4	IFNA10
ENSSSCG00000034800	ENSG00000186803	IFN-ALPHA-10	IFNA10
ENSSSCG00000034142	ENSG00000186803	NA	IFNA10
ENSSSCG00000034088	ENSG00000186803	IFN-ALPHA-14	IFNA10
ENSSSCG00000037603	ENSG00000186803	NA	IFNA10
ENSSSCG00000031149	ENSG00000186803	IFN-ALPHA-15	IFNA10
ENSSSCG00000037624	ENSG00000186803	IFN-ALPHA-8	IFNA10
ENSSSCG00000015102	ENSG00000186166	CCDC84	CCDC84
ENSSSCG00000004923	ENSG00000186198	SLC51B	SLC51B
ENSSSCG00000025440	ENSG00000274744	NA	ELOA3D
ENSSSCG00000021208	ENSG00000250722	SELENOP	SELENOP
ENSSSCG00000023821	ENSG00000238243	OR2W3	OR2W3
ENSSSCG00000026981	ENSG00000243927	MRPS6	MRPS6
ENSSSCG00000016393	ENSG00000152093	NA	CFC1B
ENSSSCG00000036503	ENSG00000154917	RAB6B	RAB6B
ENSSSCG00000017298	ENSG00000170921	TANC2	TANC2
ENSSSCG00000011813	ENSG00000090530	P3H2	P3H2
ENSSSCG00000038671	ENSG00000243509	TNFRSF6B	TNFRSF6B
ENSSSCG00000029175	ENSG00000221909	FAM200A	FAM200A
ENSSSCG00000015880	ENSG00000115183	TANC1	TANC1
ENSSSCG00000032838	ENSG00000172399	MYOZ2	MYOZ2
ENSSSCG00000024917	ENSG00000177363	LRRN4CL	LRRN4CL
ENSSSCG00000010146	ENSG00000116977	LGALS8	LGALS8
ENSSSCG00000017095	ENSG00000112902	SEMA5A	SEMA5A
ENSSSCG00000037797	ENSG00000197919	IFN-ALPHA-17	IFNA1
ENSSSCG00000039065	ENSG00000197919	IFN-ALPHA-16	IFNA1
ENSSSCG00000033254	ENSG00000197919	IFN-ALPHA-13	IFNA1
ENSSSCG00000032868	ENSG00000197919	IFN-ALPHA-4	IFNA1
ENSSSCG00000034800	ENSG00000197919	IFN-ALPHA-10	IFNA1
ENSSSCG00000034142	ENSG00000197919	NA	IFNA1
ENSSSCG00000034088	ENSG00000197919	IFN-ALPHA-14	IFNA1
ENSSSCG00000037603	ENSG00000197919	NA	IFNA1
ENSSSCG00000031149	ENSG00000197919	IFN-ALPHA-15	IFNA1
ENSSSCG00000037624	ENSG00000197919	IFN-ALPHA-8	IFNA1
ENSSSCG00000000107	ENSG00000213923	NA	CSNK1E
ENSSSCG00000002458	ENSG00000153485	TMEM251	TMEM251
ENSSSCG00000005279	ENSG00000204612	FOXB2	FOXB2
ENSSSCG00000021205	ENSG00000134602	STK26	STK26
ENSSSCG00000000275	ENSG00000139625	MAP3K12	MAP3K12
ENSSSCG00000017537	ENSG00000120068	HOXB8	HOXB8
ENSSSCG00000021227	ENSG00000113924	HGD	HGD
ENSSSCG00000035809	ENSG00000234560	NA	OR10G8
ENSSSCG00000035246	ENSG00000234560	NA	OR10G8
ENSSSCG00000026626	ENSG00000157916	RER1	RER1
ENSSSCG00000001928	ENSG00000273025	NA	AC009690.3
ENSSSCG00000015298	ENSG00000075142	SRI	SRI
ENSSSCG00000011357	ENSG00000164054	SHISA5	SHISA5
ENSSSCG00000031703	ENSG00000164488	NA	DACT2
ENSSSCG00000036826	ENSG00000188312	NA	CENPP
ENSSSCG00000008070	ENSG00000188312	NA	CENPP
ENSSSCG00000022246	ENSG00000277117	NA	FP565260.3
ENSSSCG00000010116	ENSG00000100075	SLC25A1	SLC25A1
ENSSSCG00000032401	ENSG00000197565	NA	COL4A6
ENSSSCG00000016019	ENSG00000061676	NCKAP1	NCKAP1
ENSSSCG00000013499	ENSG00000105248	YJU2	YJU2
ENSSSCG00000028097	ENSG00000159592	NA	GPBP1L1
ENSSSCG00000000608	ENSG00000159592	NA	GPBP1L1
ENSSSCG00000013401	ENSG00000050165	DKK3	DKK3
ENSSSCG00000012600	ENSG00000180772	AGTR2	AGTR2
ENSSSCG00000034475	ENSG00000277858	NA	H2AFB2
ENSSSCG00000007998	ENSG00000103269	RHBDL1	RHBDL1
ENSSSCG00000010757	ENSG00000108001	EBF3	EBF3
ENSSSCG00000030075	ENSG00000225110	NA	PNMA6F
ENSSSCG00000035599	ENSG00000225110	NA	PNMA6F
ENSSSCG00000012762	ENSG00000225110	NA	PNMA6F
ENSSSCG00000006595	ENSG00000163207	IVL	IVL
ENSSSCG00000037513	ENSG00000147536	GINS4	GINS4
ENSSSCG00000007112	ENSG00000125813	PAX1	PAX1
ENSSSCG00000007817	ENSG00000077238	IL4R	IL4R
ENSSSCG00000031835	ENSG00000157259	GATAD1	GATAD1
ENSSSCG00000008836	ENSG00000184178	SCFD2	SCFD2
ENSSSCG00000006988	ENSG00000104213	PDGFRL	PDGFRL
ENSSSCG00000011738	ENSG00000174776	WDR49	WDR49
ENSSSCG00000013901	ENSG00000216490	IFI30	IFI30
ENSSSCG00000026268	ENSG00000151208	DLG5	DLG5
ENSSSCG00000020771	ENSG00000123999	INHA	INHA
ENSSSCG00000009023	ENSG00000170390	DCLK2	DCLK2
ENSSSCG00000016393	ENSG00000136698	NA	CFC1
ENSSSCG00000009043	ENSG00000164163	ABCE1	ABCE1
ENSSSCG00000008773	ENSG00000169299	PGM2	PGM2
ENSSSCG00000037645	ENSG00000103187	COTL1	COTL1
ENSSSCG00000040034	ENSG00000182070	NA	OR52A1
ENSSSCG00000032370	ENSG00000182070	NA	OR52A1
ENSSSCG00000034256	ENSG00000182070	NA	OR52A1
ENSSSCG00000014722	ENSG00000182070	NA	OR52A1
ENSSSCG00000001752	ENSG00000080644	CHRNA3	CHRNA3
ENSSSCG00000012324	ENSG00000124313	IQSEC2	IQSEC2
ENSSSCG00000009430	ENSG00000023516	NA	AKAP11
ENSSSCG00000007491	ENSG00000124089	MC3R	MC3R
ENSSSCG00000003854	ENSG00000121310	ECHDC2	ECHDC2
ENSSSCG00000027509	ENSG00000143952	VPS54	VPS54
ENSSSCG00000016960	ENSG00000152942	RAD17	RAD17
ENSSSCG00000006021	ENSG00000164794	KCNV1	KCNV1
ENSSSCG00000023796	ENSG00000137496	NA	IL18BP
ENSSSCG00000032721	ENSG00000009790	TRAF3IP3	TRAF3IP3
ENSSSCG00000011999	ENSG00000175161	CADM2	CADM2
ENSSSCG00000015850	ENSG00000120875	DUSP4	DUSP4
ENSSSCG00000003964	ENSG00000171960	PPIH	PPIH
ENSSSCG00000038991	ENSG00000189171	S100A13	S100A13
ENSSSCG00000006605	ENSG00000215853	NA	RPTN
ENSSSCG00000039017	ENSG00000172955	ADH6	ADH6
ENSSSCG00000040957	ENSG00000169442	CD52	CD52
ENSSSCG00000004077	ENSG00000112029	FBXO5	FBXO5
ENSSSCG00000002411	ENSG00000165417	GTF2A1	GTF2A1
ENSSSCG00000034077	ENSG00000186579	NA	DEFB106A
ENSSSCG00000029694	ENSG00000213901	SLC23A3	SLC23A3
ENSSSCG00000006877	ENSG00000162627	SNX7	SNX7
ENSSSCG00000006522	ENSG00000177628	GBA	GBA
ENSSSCG00000033999	ENSG00000175143	NA	OR2T1
ENSSSCG00000040435	ENSG00000166888	STAT6	STAT6
ENSSSCG00000038038	ENSG00000188322	NA	SBK1
ENSSSCG00000032464	ENSG00000146676	PURB	PURB
ENSSSCG00000037649	ENSG00000174844	NA	DNAH12
ENSSSCG00000001990	ENSG00000196943	NOP9	NOP9
ENSSSCG00000002134	ENSG00000182545	RNASE10	RNASE10
ENSSSCG00000038900	ENSG00000261796	NA	ISY1-RAB43
ENSSSCG00000017985	ENSG00000189051	RNF222	RNF222
ENSSSCG00000032556	ENSG00000149925	NA	ALDOA
ENSSSCG00000037144	ENSG00000111276	CDKN1B	CDKN1B
ENSSSCG00000032876	ENSG00000169327	OR5AU1	OR5AU1
ENSSSCG00000028755	ENSG00000032389	EIPR1	EIPR1
ENSSSCG00000039425	ENSG00000172331	BPGM	BPGM
ENSSSCG00000024802	ENSG00000183742	MACC1	MACC1
ENSSSCG00000026354	ENSG00000282246	NA	AL157392.5
ENSSSCG00000023301	ENSG00000143278	F13B	F13B
ENSSSCG00000034029	ENSG00000165264	NA	NDUFB6
ENSSSCG00000008066	ENSG00000127081	ZNF484	ZNF484
ENSSSCG00000005190	ENSG00000147862	NFIB	NFIB
ENSSSCG00000038236	ENSG00000205301	MGAT4D	MGAT4D
ENSSSCG00000000607	ENSG00000111339	ART4	ART4
ENSSSCG00000017311	ENSG00000186868	MAPT	MAPT
ENSSSCG00000027161	ENSG00000107242	PIP5K1B	PIP5K1B
ENSSSCG00000039523	ENSG00000115042	NA	FAHD2A
ENSSSCG00000038752	ENSG00000112308	C6orf62	C6orf62
ENSSSCG00000039107	ENSG00000137812	NA	KNL1
ENSSSCG00000006354	ENSG00000158882	TOMM40L	TOMM40L
ENSSSCG00000034129	ENSG00000243147	NA	MRPL33
ENSSSCG00000013928	ENSG00000223802	NA	CERS1
ENSSSCG00000012445	ENSG00000147145	LPAR4	LPAR4
ENSSSCG00000001817	ENSG00000140564	FURIN	FURIN
ENSSSCG00000035051	ENSG00000170425	ADORA2B	ADORA2B
ENSSSCG00000039526	ENSG00000196890	NA	HIST3H2BB
ENSSSCG00000040872	ENSG00000178796	RIIAD1	RIIAD1
ENSSSCG00000024191	ENSG00000171872	KLF17	KLF17
ENSSSCG00000040343	ENSG00000171872	NA	KLF17
ENSSSCG00000034070	ENSG00000136383	ALPK3	ALPK3
ENSSSCG00000004771	ENSG00000169105	CHST14	CHST14
ENSSSCG00000039244	ENSG00000107537	PHYH	PHYH
ENSSSCG00000040265	ENSG00000103353	UBFD1	UBFD1
ENSSSCG00000014213	ENSG00000080709	KCNN2	KCNN2
ENSSSCG00000008007	ENSG00000127580	WDR24	WDR24
ENSSSCG00000027763	ENSG00000164182	NDUFAF2	NDUFAF2
ENSSSCG00000000846	ENSG00000111727	HCFC2	HCFC2
ENSSSCG00000008651	ENSG00000214866	NA	DCDC2C
ENSSSCG00000037177	ENSG00000183186	C2CD4C	C2CD4C
ENSSSCG00000009738	ENSG00000182870	GALNT9	GALNT9
ENSSSCG00000009699	ENSG00000164120	HPGD	HPGD
ENSSSCG00000003673	ENSG00000101639	CEP192	CEP192
ENSSSCG00000026961	ENSG00000267552	NA	AC093227.2
ENSSSCG00000013930	ENSG00000105726	ATP13A1	ATP13A1
ENSSSCG00000017869	ENSG00000083457	ITGAE	ITGAE
ENSSSCG00000039191	ENSG00000094916	CBX5	CBX5
ENSSSCG00000003600	ENSG00000142910	TINAGL1	TINAGL1
ENSSSCG00000023258	ENSG00000152672	CLEC4F	CLEC4F
ENSSSCG00000001416	ENSG00000204428	LY6G5C	LY6G5C
ENSSSCG00000039496	ENSG00000178602	OTOS	OTOS
ENSSSCG00000015645	ENSG00000196369	NA	SRGAP2B
ENSSSCG00000040981	ENSG00000130755	GMFG	GMFG
ENSSSCG00000012488	ENSG00000174225	NA	ARL13A
ENSSSCG00000004861	ENSG00000179981	TSHZ1	TSHZ1
ENSSSCG00000010046	ENSG00000128266	GNAZ	GNAZ
ENSSSCG00000014169	ENSG00000175426	PCSK1	PCSK1
ENSSSCG00000002363	ENSG00000119614	VSX2	VSX2
ENSSSCG00000031686	ENSG00000133193	FAM104A	FAM104A
ENSSSCG00000011617	ENSG00000179407	DNAJB8	DNAJB8
ENSSSCG00000011229	ENSG00000163527	STT3B	STT3B
ENSSSCG00000029519	ENSG00000005194	CIAPIN1	CIAPIN1
